titulo,formato,precio,precio_unitario,categoria,fecha_extraccion
Refresco Coca-Cola,12 latas x 330 ml,9.96,0.07,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola,Lata 330 ml,0.92,2.79,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado,Botella 2 L,0.75,0.38,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado,6 latas x 330 ml,1.98,0.06,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado,Lata 330 ml,0.33,1.00,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero azúcar,12 latas x 330 ml,9.96,0.07,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero azúcar,Lata 330 ml,0.92,2.79,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero azúcar,2 botellas x 2 L,3.90,0.97,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero azúcar,Botella 2 L,1.99,0.99,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero azúcar,"2 botellas x 1,25 L",2.90,0.06,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero azúcar,"Botella 1,25 L",1.49,0.06,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero azúcar,4 botellas x 500 ml,5.40,2.70,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero azúcar,Botella 500 ml,1.49,2.98,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola light,9 latas x 330 ml,7.47,0.09,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola light,Lata 330 ml,0.92,2.79,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero Zero,12 latas x 330 ml,9.96,0.07,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero Zero,Lata 330 ml,0.92,2.79,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero Zero,2 botellas x 2 L,3.90,0.97,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero Zero,Botella 2 L,1.99,0.99,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado Zero azúcar,Botella 2 L,0.75,0.38,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado Zero azúcar,6 latas x 330 ml,1.98,0.06,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado Zero azúcar,Lata 330 ml,0.33,1.00,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado Zero azúcar Zero cafeína,Botella 2 L,0.75,0.38,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado Zero azúcar Zero cafeína,6 latas x 330 ml,1.98,0.06,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado Zero azúcar Zero cafeína,Lata 330 ml,0.33,1.00,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero Zero,12 latas x 330 ml,9.96,0.07,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero Zero,Lata 330 ml,0.92,2.79,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero Zero,2 botellas x 2 L,3.90,0.97,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Coca-Cola Zero Zero,Botella 2 L,1.99,0.99,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado Zero azúcar Zero cafeína,Botella 2 L,0.75,0.38,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado Zero azúcar Zero cafeína,6 latas x 330 ml,1.98,0.06,Agua y refrescos - Refresco de cola,2025-06-07
Refresco cola Hacendado Zero azúcar Zero cafeína,Lata 330 ml,0.33,1.00,Agua y refrescos - Refresco de cola,2025-06-07
Refresco Fanta limón,Botella 2 L,1.85,0.93,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta limón,9 latas x 330 ml,6.93,0.09,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta limón,Lata 330 ml,0.80,2.42,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta limón zero azúcares añadidos,8 latas x 330 ml,5.44,0.09,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta limón zero azúcares añadidos,Lata 330 ml,0.75,2.27,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de limón Hacendado fresh gas,Botella 2 L,0.95,0.47,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de limón Hacendado fresh gas,6 latas x 330 ml,2.22,0.06,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de limón Hacendado fresh gas,Lata 330 ml,0.37,1.12,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de limón Hacendado zero azúcar fresh gas,Botella 2 L,0.95,0.47,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de limón Hacendado zero azúcar fresh gas,6 latas x 330 ml,2.22,0.06,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de limón Hacendado zero azúcar fresh gas,Lata 330 ml,0.37,1.12,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco limón Schweppes original,8 latas x 330 ml,7.76,0.12,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco limón Schweppes original,Lata 330 ml,0.97,2.94,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco lima limón Sprite,Botella 2 L,1.65,0.82,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco lima limón Sprite,8 latas x 330 ml,4.88,0.08,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco lima limón Sprite,Lata 330 ml,0.65,1.97,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco lima limón Hacendado fresh gas,Botella 2 L,0.95,0.47,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco lima limón Hacendado fresh gas,6 latas x 330 ml,2.22,0.06,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco lima limón Hacendado fresh gas,Lata 330 ml,0.37,1.12,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco lima limón Hacendado zero azúcar fresh gas,Botella 2 L,0.95,0.47,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta naranja,2 botellas x 2 L,3.60,0.90,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta naranja,Botella 2 L,1.85,0.93,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta naranja,9 latas x 330 ml,6.93,0.09,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta naranja,Lata 330 ml,0.80,2.42,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta naranja zero azúcares añadidos,Botella 2 L,1.65,0.82,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta naranja zero azúcares añadidos,8 latas x 330 ml,5.44,0.09,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco Fanta naranja zero azúcares añadidos,Lata 330 ml,0.75,2.27,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de naranja Hacendado fresh gas,Botella 2 L,0.95,0.47,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de naranja Hacendado fresh gas,6 latas x 330 ml,2.22,0.06,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de naranja Hacendado fresh gas,Lata 330 ml,0.37,1.12,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de naranja Hacendado zero fresh gas,Botella 2 L,0.90,0.45,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de naranja Hacendado zero fresh gas,6 latas x 330 ml,2.22,0.06,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Refresco de naranja Hacendado zero fresh gas,Lata 330 ml,0.37,1.12,Agua y refrescos - Refresco de naranja y de limón,2025-06-07
Tónica original Schweppes,8 latas x 330 ml,5.20,0.08,Agua y refrescos - Tónica y bitter,2025-06-07
Tónica original Schweppes,Lata 330 ml,0.99,3.00,Agua y refrescos - Tónica y bitter,2025-06-07
Tónica original Schweppes,Botella 1 L,1.93,1.93,Agua y refrescos - Tónica y bitter,2025-06-07
Tónica original Schweppes,6 botellines x 200 ml,5.40,27.00,Agua y refrescos - Tónica y bitter,2025-06-07
Tónica original Schweppes,Botellín 200 ml,0.99,4.95,Agua y refrescos - Tónica y bitter,2025-06-07
Tónica Hacendado,6 latas x 330 ml,2.22,0.06,Agua y refrescos - Tónica y bitter,2025-06-07
Tónica Hacendado,Lata 330 ml,0.37,1.12,Agua y refrescos - Tónica y bitter,2025-06-07
Tónica zero calorías Schweppes,8 latas x 330 ml,5.20,0.08,Agua y refrescos - Tónica y bitter,2025-06-07
Tónica zero calorías Schweppes,Lata 330 ml,0.99,3.00,Agua y refrescos - Tónica y bitter,2025-06-07
Bitter Kas sin alcohol,Lata 330 ml,0.99,3.00,Agua y refrescos - Tónica y bitter,2025-06-07
Refresco té verde Hacendado,"Botella 1,5 L",1.00,0.20,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor limón Hacendado,"Botella 1,5 L",1.00,0.20,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor melocotón Hacendado zero,"Botella 1,5 L",1.00,0.20,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor melocotón Hacendado,"Botella 1,5 L",1.00,0.20,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor limón Hacendado para diluir,Caja 12 sobres (36 g),1.50,41.67,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor melocotón Hacendado para diluir,Caja 12 sobres (36 g),1.50,41.67,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor mango Hacendado zero,"Botella 1,5 L",1.00,0.20,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor limón Hacendado,6 latas x 330 ml,3.00,0.08,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor limón Hacendado,Lata 330 ml,0.50,1.52,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor limón Hacendado zero,"Botella 1,5 L",1.00,0.20,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor limón Fuze Tea,"Botella 1,5 L",1.99,0.40,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor limón Fuze Tea,8 latas x 330 ml,6.80,0.11,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco té sabor limón Fuze Tea,Lata 330 ml,0.99,3.00,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Limonada natural Don Simón light sin gas,"Botella 1,5 L",1.10,0.22,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco de naranja Simon Life sin gas,"Botella 1,5 L",1.70,0.34,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco de naranja Hacendado sin gas,"Botella 1,5 L",1.10,0.22,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco de naranja sin gas,4 botellas x 330 ml,1.56,1.18,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco fusión de frutas Hacendado cero sin gas,"Botella 1,5 L",1.10,0.22,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Bebida Florida Sunny Delight,"Botella 1,25 L",1.50,0.06,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco piña-coco Hacendado cero sin gas,"Botella 1,5 L",1.10,0.22,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Agua de coco Hacendado 100% natural,Brick 1 L,2.60,2.60,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco Tropical Hacendado sin gas,"Botella 1,5 L",1.20,0.24,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Limonada Hacendado light sin gas,4 botellas x 330 ml,1.56,1.18,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco Cherry Up Hacendado sin gas,"Botella 1,5 L",1.10,0.22,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Refresco Berry Lime Hacendado sin gas,"Botella 1,5 L",1.10,0.22,Agua y refrescos - Refresco de té y sin gas,2025-06-07
Aceitunas verdes rellenas de anchoa Hacendado,3 botes x 150 g,3.15,21.00,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes rellenas de anchoa Hacendado,3 botes x 50 g,1.75,35.00,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes rellenas de anchoa Hacendado,Bote 350 g (150 g escurrido),1.05,2.10,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes sin hueso Hacendado,Tarro 835 g (400 g escurrido),2.80,2.27,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes rellenas de anchoa Hacendado reducidas en sal,3 botes x 50 g,1.95,39.00,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes Chupadedos Huerta de Barros partidas aliñadas,Tarro 980 g (600 g escurrido),3.40,2.15,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes Gazpacha Hacendado partidas,Tarro 835 g (500 g escurrido),2.50,1.87,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes rellenas de anchoa Hacendado,Bote 350 g (150 g escurrido),1.65,3.30,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes rellenas de anchoa Hacendado,"Bote 1,46 kg (600 g escurrido)",4.20,0.09,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes sin hueso Hacendado,3 paquetes x 75 g,1.70,22.67,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes estilo casero Hacendado partidas aliñadas,Tarro 935 g (550 g escurrido),2.95,1.99,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes sin hueso aliñadas Hacendado,Tarro 420 g (200 g escurrido),1.90,3.06,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes rellenas de jalapeño Hacendado,Bote 350 g (150 g escurrido),1.75,3.50,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes rellenas de pimiento asado Hacendado,Bote 350 g (150 g escurrido),1.75,3.50,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes con hueso Hacendado sabor anchoa,Tarro 935 g (530 g escurrido),2.95,2.01,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes con hueso Hacendado,Tarro 430 g (250 g escurrido),1.50,2.21,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes partidas Olives Garcia,Bote 815 g (450 g escurrido),3.90,3.08,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes Picadedos sin hueso Hacendado aliñadas,Tarro 710 g (350 g escurrido),3.50,3.30,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas verdes rellenas de pepinillo Hacendado,Tarro 315 g (150 g escurrido),2.95,6.34,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas negras sin hueso Hacendado,Bote 350 g (150 g escurrido),1.05,2.10,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas negras sin hueso Hacendado,3 botes x 150 g,3.00,20.00,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas negras de Aragón Campo Nature,Tarro 200 g,2.50,12.50,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas negras en rodajas Hacendado,4 botes x 37 g,2.00,54.05,Aperitivos - Aceitunas y encurtidos,2025-06-07
Aceitunas negras sin hueso Hacendado,3 botes x 50 g,2.10,42.00,Aperitivos - Aceitunas y encurtidos,2025-06-07
Banderillas picantes Hacendado,Tarro 345 g (160 g escurrido),1.70,3.37,Aperitivos - Aceitunas y encurtidos,2025-06-07
Banderillas dulces Hacendado,Tarro 345 g (160 g escurrido),1.70,3.37,Aperitivos - Aceitunas y encurtidos,2025-06-07
Mix de encurtidos Hacendado,Tarro 670 g (370 g escurrido),2.65,2.55,Aperitivos - Aceitunas y encurtidos,2025-06-07
"Banderillas Gildas Hacendado pinchos de aceituna, anchoa y guindilla",Paquete 125 g (75 g escurrido),2.30,11.50,Aperitivos - Aceitunas y encurtidos,2025-06-07
Pepinillos pequeños Hacendado,Tarro 420 g (230 g escurrido),1.50,2.31,Aperitivos - Aceitunas y encurtidos,2025-06-07
Altramuces Hacendado,Tarro 690 g (440 g escurrido),1.75,1.55,Aperitivos - Aceitunas y encurtidos,2025-06-07
Alcaparras Hacendado,Tarro 135 g (80 g escurrido),1.35,6.28,Aperitivos - Aceitunas y encurtidos,2025-06-07
Pepinillos en vinagre Hacendado,Tarro 670 g (370 g escurrido),1.95,1.88,Aperitivos - Aceitunas y encurtidos,2025-06-07
Cebolla roja Olives García en vinagre,Bote 720 g (370 g escurrido),3.15,2.89,Aperitivos - Aceitunas y encurtidos,2025-06-07
Picadillo de variantes Hacendado,Tarro 420 g (250 g escurrido),2.10,3.13,Aperitivos - Aceitunas y encurtidos,2025-06-07
Pepinillos agridulces laminados Hacendado,Tarro 530 g (290 g escurrido),1.95,2.38,Aperitivos - Aceitunas y encurtidos,2025-06-07
Cebollitas Hacendado,Tarro 350 g (190 g escurrido),1.60,2.96,Aperitivos - Aceitunas y encurtidos,2025-06-07
Guindillas picantes Hacendado,Tarro 290 g (130 g escurrido),1.55,3.69,Aperitivos - Aceitunas y encurtidos,2025-06-07
Ajos aliñados Hacendado,Tarro 345 g (235 g escurrido),2.60,4.48,Aperitivos - Aceitunas y encurtidos,2025-06-07
Alcaparrones en vinagre Hacendado,Tarro 360 g (180 g escurrido),2.95,5.46,Aperitivos - Aceitunas y encurtidos,2025-06-07
Berenjenas de Almagro aliñada Antonio,Bote 800 g (350 g escurrido),3.89,3.38,Aperitivos - Aceitunas y encurtidos,2025-06-07
Jalapeños picantes en vinagre Hacendado,Tarro 135 g (60 g escurrido),1.65,8.46,Aperitivos - Aceitunas y encurtidos,2025-06-07
Mix de pepinillos y cebollitas Hacendado,Tarro 670 g (370 g escurrido),1.90,1.83,Aperitivos - Aceitunas y encurtidos,2025-06-07
Piparra Hacendado,Tarro 290 g (130 g escurrido),2.80,6.67,Aperitivos - Aceitunas y encurtidos,2025-06-07
Pepinillos agridulces Hacendado,Tarro 670 g (360 g escurrido),1.55,1.50,Aperitivos - Aceitunas y encurtidos,2025-06-07
Pepinillos agridulces Hacendado,Tarro 425 g (230 g escurrido),1.75,2.67,Aperitivos - Aceitunas y encurtidos,2025-06-07
Nuez natural Hacendado pelada,Paquete 200 g,2.70,13.50,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Almendra natural Hacendado,Paquete 200 g,2.30,11.50,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Pistacho tostado Hacendado con sal,Paquete 250 g,3.55,14.20,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Pipas girasol tostadas Hacendado gigante con sal,Paquete 200 g,1.20,6.00,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Pistacho tostado Hacendado 0% sal añadida,Paquete 250 g,3.55,14.20,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Cacahuete frito con sal Hacendado pelado,Paquete 250 g,1.00,4.00,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Pipas girasol tostadas Hacendado gigante aguasal,Paquete 200 g,1.20,6.00,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Anacardo natural Hacendado,Paquete 200 g,2.70,13.50,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Palomitas de maíz con sal Hacendado para microondas,Paquete 3 ud. (270 g),1.00,1.23,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Anacardo frito salado Hacendado,Paquete 200 g,2.70,13.50,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Avellana tostada Hacendado 0% sal añadida,Paquete 200 g,3.00,15.00,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Almendra tostada y salada Hacendado con piel,Paquete 200 g,2.20,11.00,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Cacahuete frito y salado Hacendado con piel,Paquete 250 g,1.30,5.20,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Maíz frito crujiente y tierno Hacendado,Paquete 170 g,1.00,5.88,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Almendra frita y salada Hacendado pelada,Paquete 200 g,2.75,13.75,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Cacahuete tostado Hacendado 0% sal añadida,Paquete 400 g,1.55,3.88,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Almendra tostada Hacendado 0% sal añadida con piel,Paquete 200 g,2.85,14.25,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Maíz palomitas Hacendado,Paquete 250 g,0.86,3.44,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Maíz frito gigante Hacendado,Paquete 150 g,1.40,9.33,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Nuez macadamia Hacendado tostada con sal,Paquete 100 g,2.90,29.00,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Mezcla semillas Hacendado,Paquete 200 g,1.46,7.30,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Pipas de calabaza natural Hacendado peladas,Paquete 150 g,1.69,11.27,Aperitivos - Frutos secos y fruta desecada,2025-06-07
Castañas cocidas y peladas Hacendado,Paquete 100 g,1.40,14.00,Aperitivos - Frutos secos y fruta desecada,2025-06-07
